
2024-09-30 20:38:16.460020 - skodaracing24 (556943853): None - Type: Photo  |  ChatID: -1002124483077
2024-10-09 21:38:32.765576 - GroupAnonymousBot (1087968824): None - Type: Video  |  ChatID: -1002124483077


2024-10-09 21:38:32.765576 - GroupAnonymousBot (1087968824): None - Type: Video  |  ChatID: -1002124483077


2024-10-09 21:38:32.789479 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.789479 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.790571 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.791138 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.792144 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.792144 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.793634 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.793634 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.794684 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.795205 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.795765 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:32.796298 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.708400 - skodaracing24 (556943853): None - Type: Video-Voice  |  ChatID: -1002124483077


2024-10-09 21:38:44.708400 - skodaracing24 (556943853): None - Type: Video-Voice  |  ChatID: -1002124483077


2024-10-09 21:38:44.708899 - skodaracing24 (556943853): None - Type: Video-Voice  |  ChatID: -1002124483077


2024-10-09 21:38:44.719757 - skodaracing24 (556943853): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.719757 - skodaracing24 (556943853): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.726171 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.726171 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.728862 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.728862 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.731638 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:38:44.732187 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 21:48:57.544692 - GroupAnonymousBot (1087968824): в доте контента нет - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:49:41.216809 - GroupAnonymousBot (1087968824): она меня уже заебла - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:49:50.904568 - GroupAnonymousBot (1087968824): в дед локе заебато - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:50:01.252283 - GroupAnonymousBot (1087968824): вот так дрочить люто надо - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:06.479375 - i_toksichen (7145369362): В этом и смысол - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:13.920255 - i_toksichen (7145369362): первые 25 минут играет мидер - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:19.310859 - i_toksichen (7145369362): отсальные керри и тройка - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:25.214657 - B500OP98 (1443833264): Да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:27.916872 - i_toksichen (7145369362): остальные в команде не больее сапов - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:46.515590 - B500OP98 (1443833264): Я вот с такой тимой попался адекватной - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:48.526315 - verdise (6751720805): парни хуйня ваша дота и дедлок - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:53.434233 - B500OP98 (1443833264): ? - Type: Command  |  ChatID: -1002124483077


2024-10-09 21:51:53.726654 - verdise (6751720805): пошлите в страдью ферму делать - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:51:59.814106 - B500OP98 (1443833264): Иди нахуй - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:05.606482 - B500OP98 (1443833264): Дота one love - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:09.707470 - i_toksichen (7145369362): Там нельзя нормально строить - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:17.728229 - i_toksichen (7145369362): Дота тоже заебла - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:25.750305 - B500OP98 (1443833264): Не нихуя - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:28.810798 - verdise (6751720805): ну там больше обустроство дома - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:29.620658 - verdise (6751720805): и все - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:36.495716 - B500OP98 (1443833264): Ты просто додик  не понимаешь смысла в доте - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:43.347228 - GroupAnonymousBot (1087968824): шаришь бро - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:52:55.773689 - B500OP98 (1443833264): Че она вас так заебала - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:07.523625 - GroupAnonymousBot (1087968824): ферма коровки куры косячок - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:17.181985 - verdise (6751720805): да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:22.826684 - i_toksichen (7145369362): Смысл в доте? - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:34.732225 - GroupAnonymousBot (1087968824): да она бля скучная - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:35.223324 - verdise (6751720805): Бля я вас удивлю - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:35.775682 - B500OP98 (1443833264): Не я бы кста поиграл как пятерка в дальнобойщиков - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:40.301001 - verdise (6751720805): но меня чет майн уже не втаскает - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:46.052975 - i_toksichen (7145369362): Да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:47.414860 - B500OP98 (1443833264): Согл - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:47.597076 - verdise (6751720805): Мы недавно заходили - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:49.112336 - i_toksichen (7145369362): Тоже самое - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:50.639162 - verdise (6751720805): и вообще пиздец - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:55.234545 - GroupAnonymousBot (1087968824): меня давно уже чет он не втыкает - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:53:56.622594 - verdise (6751720805): 0 инициативы играть - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:04.700040 - B500OP98 (1443833264): + - Type: Command  |  ChatID: -1002124483077


2024-10-09 21:54:08.000343 - verdise (6751720805): мы поэтому с даней и пошли в другие игры играть - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:09.922121 - verdise (6751720805): То debour - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:11.225724 - i_toksichen (7145369362): что то в последнее время слишком огарчен всеми событиями  и впринципе - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:12.652387 - verdise (6751720805): то еще чет то - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:24.528119 - GroupAnonymousBot (1087968824): дада - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:30.466824 - GroupAnonymousBot (1087968824): пизда просто - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:33.568371 - GroupAnonymousBot (1087968824): майн уже не тот - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:34.525522 - B500OP98 (1443833264): Ну - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:44.210073 - GroupAnonymousBot (1087968824): мужики надо в дед док - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:47.846312 - B500OP98 (1443833264): Вот кс так же - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:51.392281 - GroupAnonymousBot (1087968824): я ебашу - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:55.031652 - GroupAnonymousBot (1087968824): ахуенная тема - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:54:58.854881 - B500OP98 (1443833264): Да не потянет у нас - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:00.914373 - i_toksichen (7145369362): Надоедает со временем - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:08.973966 - verdise (6751720805): надо либо артуру нормальный инет для NVIDIA NOW
либо ноут нормальный - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:09.220555 - B500OP98 (1443833264): Там пиздец условия - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:11.842898 - GroupAnonymousBot (1087968824): на минималках потянет - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:17.244996 - B500OP98 (1443833264): Нет - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:18.774404 - verdise (6751720805): витек похуй - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:20.108972 - i_toksichen (7145369362): 300+ часов наигрываешь и уже заебался ощещения не те - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:21.357547 - verdise (6751720805): чини тот пк - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:21.593192 - B500OP98 (1443833264): В 30фпс - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:28.393065 - B500OP98 (1443833264): Где - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:37.695580 - i_toksichen (7145369362): Да в любой игре - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:41.068756 - verdise (6751720805): скажи бате что похуй я вставлю диск и готово - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:41.316252 - B500OP98 (1443833264): Да ну - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:47.152733 - B500OP98 (1443833264): Да ну - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:51.458806 - B500OP98 (1443833264): Он пиздит мол - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:55:53.618470 - i_toksichen (7145369362): А вы когда в Абан парни? - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:01.227095 - B500OP98 (1443833264): Сереге отвезу пусть починит и будет его - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:02.938429 - B500OP98 (1443833264): Не лезь - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:06.250582 - verdise (6751720805): Я наверное либо в ноябре-декабре по военокомату - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:09.872304 - B500OP98 (1443833264): На нн - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:10.061055 - verdise (6751720805): Либо ток на нг - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:14.031296 - i_toksichen (7145369362): Пахахаххааха - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:22.314088 - i_toksichen (7145369362): У Сергея так 10 пк накопиться - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:29.096562 - verdise (6751720805): не будет он везти его
он сказал что с ноутами сделаешь все - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:32.213168 - i_toksichen (7145369362): Будет пыль протирать и продавать - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:35.940550 - verdise (6751720805): ноут мой
ноут замена
ноут бати - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:48.543656 - verdise (6751720805): ноут мой перегорел
ноут замена сижу
ноут бати -матрица -проц - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:48.698781 - i_toksichen (7145369362): РИл - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:49.967800 - B500OP98 (1443833264): Ну - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:54.770222 - verdise (6751720805): витька планшет - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:57.617270 - GroupAnonymousBot (1087968824): на след неделе - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:56:58.140630 - B500OP98 (1443833264): Когда ноут возьмешь новый заебал - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:00.131610 - GroupAnonymousBot (1087968824): на пару дней - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:00.767954 - verdise (6751720805): который я не могу починить из за FRP - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:06.479946 - B500OP98 (1443833264): О хуя - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:19.462410 - B500OP98 (1443833264): Серега забей - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:22.046049 - verdise (6751720805): нихуева - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:25.282725 - B500OP98 (1443833264): Там он ебнулся - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:30.188177 - verdise (6751720805): он работает - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:31.105640 - GroupAnonymousBot (1087968824): точнее на этой ебать - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:34.431322 - B500OP98 (1443833264): Можешь взять и выкинуть его - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:34.711877 - GroupAnonymousBot (1087968824): проебался - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:38.111485 - GroupAnonymousBot (1087968824): в субботу приеду - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:38.654824 - verdise (6751720805): не - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:39.503906 - B500OP98 (1443833264): Когда - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:41.527609 - B500OP98 (1443833264): Ебать - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:44.171668 - i_toksichen (7145369362): Ты разве не ездил по военкому Сергец? - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:48.312734 - B500OP98 (1443833264): Неь - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:55.776158 - B500OP98 (1443833264): А кста нах тебе в военкомат - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:57:57.297976 - verdise (6751720805): у меня же типо гиппертония появилась - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:58:09.111349 - B500OP98 (1443833264): А ну понятно - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:58:10.417096 - verdise (6751720805): возможно явлюсь в военкомат, подкреплю болезнь и военный билет получу - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:58:18.123856 - i_toksichen (7145369362): Крутяк - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:58:18.733965 - B500OP98 (1443833264): Норм - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:58:49.305163 - GroupAnonymousBot (1087968824): это будет заебись - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:58:54.837632 - verdise (6751720805): Это да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:00.137074 - verdise (6751720805): отьебутся от меня - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:02.907444 - verdise (6751720805): None - Type: GIF  |  ChatID: -1002124483077


2024-10-09 21:59:02.908008 - verdise (6751720805): None - Type: GIF  |  ChatID: -1002124483077


2024-10-09 21:59:04.070777 - GroupAnonymousBot (1087968824): оказывается мужики есть альтернативная служба - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:07.832798 - verdise (6751720805): да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:09.912688 - i_toksichen (7145369362): Ну да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:12.660181 - GroupAnonymousBot (1087968824): если в казарму не годен - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:13.681179 - verdise (6751720805): но не советую идти - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:18.894760 - B500OP98 (1443833264): Ну - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:21.054938 - GroupAnonymousBot (1087968824): то пойдешь в больницу санитаром 2 года ебашить - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:22.777311 - verdise (6751720805): либо если религия не позволяет - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:31.870692 - i_toksichen (7145369362): да - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:42.537531 - i_toksichen (7145369362): и по мировозрению еще могут не взять - Type: Text  |  ChatID: -1002124483077


2024-10-09 21:59:58.697985 - verdise (6751720805): это уж точно текст - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:05.503666 - GroupAnonymousBot (1087968824): и по не хочу могут тоже не взять - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:08.466903 - i_toksichen (7145369362): ну типо пацифист - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:15.018595 - verdise (6751720805): ну типо соси хуй - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:18.561038 - GroupAnonymousBot (1087968824): приходишь говоришь не хочу служить тебя не берут - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:22.266900 - verdise (6751720805): кто там у нас в военкомате сказал я не хочу служить? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:28.905207 - i_toksichen (7145369362): там причина нужна - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:37.435916 - i_toksichen (7145369362): я хотел - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:42.101354 - GroupAnonymousBot (1087968824): я - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:43.462238 - i_toksichen (7145369362): а нас в этом году не призывают - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:44.660294 - verdise (6751720805): ты это так не говори
И пишут: положительно относится - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:52.240295 - GroupAnonymousBot (1087968824): меня чуть на 2 недели в психушку не отправили - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:54.434366 - i_toksichen (7145369362): да там похуй - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:00:57.991336 - verdise (6751720805): АХААХАХХА - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:07.230035 - GroupAnonymousBot (1087968824): сказали что за такие слова можно отехать - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:07.394611 - i_toksichen (7145369362): свободная страна - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:25.452689 - verdise (6751720805): крч хуярьте там - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:29.310645 - verdise (6751720805): егэ учите - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:32.337781 - verdise (6751720805): и едьте учитесь - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:33.025788 - GroupAnonymousBot (1087968824): страна крипов - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:36.011123 - verdise (6751720805): если в крае приедете - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:36.779885 - verdise (6751720805): ух - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:37.380535 - i_toksichen (7145369362): афк челы - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:54.926846 - GroupAnonymousBot (1087968824): что ух - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:01:58.936394 - i_toksichen (7145369362): секс - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:05.957324 - GroupAnonymousBot (1087968824): фулл тайм дома сидеть будете - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:08.019931 - GroupAnonymousBot (1087968824): как я - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:26.638492 - i_toksichen (7145369362): да заработаем себе болезней - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:34.187390 - i_toksichen (7145369362): Виктор будет питаться сигары и кофе - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:46.144881 - i_toksichen (7145369362): Жижжа подорожала легче сигары - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:46.400323 - GroupAnonymousBot (1087968824): ну виктор так может - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:54.652097 - verdise (6751720805): ахахах - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:56.427336 - verdise (6751720805): пиздец - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:02:59.500076 - verdise (6751720805): а точно - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:02.395184 - GroupAnonymousBot (1087968824): либо шашлык прям в хате заебашит - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:03.621774 - i_toksichen (7145369362): Рил там цены ебнутые - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:05.323254 - verdise (6751720805): собираются же запрещать вейпы - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:08.524082 - verdise (6751720805): None - Type: GIF  |  ChatID: -1002124483077


2024-10-09 22:03:08.524082 - verdise (6751720805): None - Type: GIF  |  ChatID: -1002124483077


2024-10-09 22:03:15.694016 - i_toksichen (7145369362): Да все запрещают - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:19.111975 - verdise (6751720805): ХАХАХАХА - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:19.866831 - i_toksichen (7145369362): в кндр живем - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:21.505464 - verdise (6751720805): страна запретов - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:03:26.882097 - i_toksichen (7145369362): штрафостан - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:18.667239 - verdise (6751720805): А вообще если кто то из вас станет программистом - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:22.720091 - verdise (6751720805): могу скинуть вам потом курсачи - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:24.077649 - skodaracing24 (556943853): Нахуя - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:33.361802 - verdise (6751720805): даня на приколе - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:38.541911 - verdise (6751720805): домой хочет, по лесу походить - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:40.388204 - i_toksichen (7145369362): там же должны в психдиспансер отправлять - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:45.419855 - verdise (6751720805): ? - Type: Command  |  ChatID: -1002124483077


2024-10-09 22:04:49.046622 - i_toksichen (7145369362): а не в дурку сразу - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:51.659428 - verdise (6751720805): а - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:04:56.921310 - verdise (6751720805): да забей - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:05:01.205554 - verdise (6751720805): они че хотят говорят - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:05:07.110770 - i_toksichen (7145369362): мда - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:05:38.866563 - i_toksichen (7145369362): ну ты прикинь тип приходит у него проблемы с башкой легкие его ебашут в психушку к ебанатам - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:06.239076 - verdise (6751720805): хахаха - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:10.571858 - verdise (6751720805): да они закинут в диспансер - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:18.272063 - verdise (6751720805): просто всем похуй
скажут дурка
все боятся - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:22.149804 - verdise (6751720805): а тут какой то диспансер - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:27.858406 - i_toksichen (7145369362): пхахаха рил - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:33.989060 - i_toksichen (7145369362): там еще знать надо в чем разница - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:36.943017 - verdise (6751720805): да - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:44.267394 - verdise (6751720805): а челик с какой нибудь деревни - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:53.646156 - verdise (6751720805): еще скажет
это типо курорт? пансианат типо? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:06:56.708681 - i_toksichen (7145369362): мама я переежаю - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:00.609686 - skodaracing24 (556943853): Веселенький - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:07.749996 - B500OP98 (1443833264): Рил - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:16.889106 - verdise (6751720805): послезавтра значит приезжает максик - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:20.847077 - B500OP98 (1443833264): У нас тип тоже в психушку чуть не поехал - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:26.730183 - i_toksichen (7145369362): Резал вены - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:29.432665 - i_toksichen (7145369362): Гений - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:29.828490 - skodaracing24 (556943853): И веселым уже буду я - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:33.114455 - verdise (6751720805): ну мне то похуй - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:33.953716 - B500OP98 (1443833264): Сказал что он вены режит - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:36.684521 - verdise (6751720805): в субботу выходной - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:41.217777 - verdise (6751720805): АХАХАХ - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:42.881814 - verdise (6751720805): пиздец - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:47.652876 - verdise (6751720805): гении - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:49.639949 - i_toksichen (7145369362): Нам пизда в субботу - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:50.321346 - skodaracing24 (556943853): У меня кстати нет,но мне похуй я проебу - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:55.714829 - verdise (6751720805): а у вас че - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:07:57.029514 - verdise (6751720805): там же упк - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:01.794991 - verdise (6751720805): хахаха - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:02.687616 - B500OP98 (1443833264): Да - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:05.916108 - verdise (6751720805): и че - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:07.309817 - B500OP98 (1443833264): До 12 - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:07.915870 - i_toksichen (7145369362): упк гто и подготовка матика - Type: Text  |  ChatID: -1002124483077


